policy_id,inception_date,expiry_date,exposure_years,vehicle_age_years,vehicle_make,vehicle_segment,cubic_capacity,idv_inr,ncb_pct,policyholder_age,policyholder_gender,region,prior_claims_3y,claim_count,claim_amount_inr,fraud_flag
ABC-MOT-002280,2024-07-20,2025-07-20,0.4521,1,Maruti,SUV,1996,1551938,50,50,F,Tier1,0,0,0.0,0
ABC-MOT-002281,2024-10-27,2025-10-27,0.1808,12,Maruti,Hatchback,840,200000,50,45,M,Tier3,0,0,0.0,0
ABC-MOT-002282,2024-08-03,2025-08-03,0.4137,6,Maruti,Hatchback,1033,201089,45,58,F,Tier2,0,0,0.0,0
ABC-MOT-002283,2024-11-06,2025-11-06,0.1534,6,Mahindra,Hatchback,973,217231,45,46,M,Tier2,0,0,0.0,0
ABC-MOT-002284,2024-05-27,2025-05-27,0.6,3,Tata,Hatchback,1054,420450,0,58,M,Tier3,3,0,0.0,0
ABC-MOT-002285,2024-03-01,2025-03-01,0.8384,6,Maruti,SUV,1707,525321,35,42,M,Tier3,0,0,0.0,0
ABC-MOT-002286,2024-09-05,2025-09-05,0.3233,1,Honda,Hatchback,858,459053,35,50,M,Tier1,0,0,0.0,0
ABC-MOT-002287,2024-12-20,2025-12-20,0.0329,4,Maruti,Hatchback,840,339021,25,46,M,Tier1,0,0,0.0,0
ABC-MOT-002288,2024-06-07,2025-06-07,0.5699,2,Hyundai,Hatchback,838,369077,25,36,M,Tier1,0,0,0.0,0
ABC-MOT-002289,2024-10-27,2025-10-27,0.1808,2,Maruti,SUV,1572,1303882,25,37,M,Tier1,0,0,0.0,0
ABC-MOT-002290,2024-11-17,2025-11-17,0.1233,5,Hyundai,SUV,1758,789252,0,35,F,Tier1,1,0,0.0,0
ABC-MOT-002291,2024-08-24,2025-08-24,0.3562,1,Hyundai,SUV,2300,1430734,35,43,F,Tier2,0,0,0.0,0
ABC-MOT-002292,2024-10-16,2025-10-16,0.211,5,Maruti,SUV,2107,779391,0,34,M,Tier1,1,0,0.0,0
ABC-MOT-002293,2024-07-25,2025-07-25,0.4384,2,Hyundai,MUV,1750,880484,35,45,M,Tier3,0,0,0.0,0
ABC-MOT-002294,2024-10-21,2025-10-21,0.1973,20,Toyota,Sedan,1759,200000,35,44,M,Tier3,0,0,0.0,0
ABC-MOT-002295,2024-05-03,2025-05-03,0.6658,1,Hyundai,SUV,2261,1636415,35,42,M,Tier2,0,0,0.0,0
ABC-MOT-002296,2024-07-11,2025-07-11,0.4767,0,Kia,SUV,2279,1406434,20,42,M,Tier2,0,0,0.0,0
ABC-MOT-002297,2024-01-29,2025-01-28,0.926,11,Hyundai,Hatchback,1159,200000,20,33,M,Tier1,0,0,0.0,0
ABC-MOT-002298,2024-03-12,2025-03-12,0.8082,18,Mahindra,SUV,2245,200000,20,36,M,Tier1,0,1,32118.0,0
ABC-MOT-002299,2024-07-30,2025-07-30,0.4247,5,Maruti,SUV,2456,849109,50,19,M,Tier1,0,0,0.0,0
ABC-MOT-002300,2024-09-22,2025-09-22,0.2767,0,Mahindra,SUV,1830,1253457,45,38,F,Tier3,0,0,0.0,0
ABC-MOT-002301,2024-01-11,2025-01-10,0.9753,0,Maruti,Hatchback,1142,463905,35,28,F,Tier1,0,0,0.0,0
ABC-MOT-002302,2024-01-26,2025-01-25,0.9342,0,Maruti,Sedan,1267,1054526,25,41,M,Tier1,0,0,0.0,0
ABC-MOT-002303,2024-01-03,2025-01-02,0.9973,11,Maruti,SUV,1800,417778,0,31,M,Tier2,3,0,0.0,0
ABC-MOT-002304,2024-07-08,2025-07-08,0.4849,18,Maruti,Hatchback,1156,200000,20,18,M,Tier1,0,0,0.0,0
ABC-MOT-002305,2024-05-02,2025-05-02,0.6685,0,Kia,Hatchback,853,669768,0,67,M,Tier3,1,0,0.0,0
ABC-MOT-002306,2024-01-20,2025-01-19,0.9507,0,Other,Hatchback,1000,421243,35,37,M,Tier3,0,0,0.0,0
ABC-MOT-002307,2024-10-17,2025-10-17,0.2082,1,Mahindra,Sedan,1404,1024587,35,57,M,Tier1,0,0,0.0,0
ABC-MOT-002308,2024-07-12,2025-07-12,0.474,10,Maruti,SUV,1600,443975,50,33,M,Tier2,0,0,0.0,0
ABC-MOT-002309,2024-01-04,2025-01-03,0.9945,5,Toyota,SUV,1735,1023463,45,60,M,Tier1,0,0,0.0,0
ABC-MOT-002310,2024-09-08,2025-09-08,0.3151,4,Mahindra,MUV,2034,833878,50,26,M,Tier1,0,0,0.0,0
ABC-MOT-002311,2024-11-29,2025-11-29,0.0904,0,Maruti,Sedan,1578,958124,45,42,F,Tier3,0,0,0.0,0
ABC-MOT-002312,2024-06-02,2025-06-02,0.5836,3,Hyundai,Hatchback,1070,452098,50,26,F,Tier1,0,0,0.0,0
ABC-MOT-002313,2024-12-13,2025-12-13,0.0521,3,Tata,Hatchback,852,437325,35,71,F,Tier3,0,0,0.0,0
ABC-MOT-002314,2024-06-01,2025-06-01,0.5863,1,Maruti,Hatchback,927,476486,35,37,M,Tier3,0,0,0.0,0
ABC-MOT-002315,2024-01-29,2025-01-28,0.926,0,Hyundai,SUV,1604,1530176,35,49,M,Tier2,0,0,0.0,0
ABC-MOT-002316,2024-02-14,2025-02-13,0.8822,5,Mahindra,Hatchback,803,260476,0,45,M,Tier1,1,0,0.0,0
ABC-MOT-002317,2024-01-25,2025-01-24,0.937,5,Maruti,Hatchback,956,238333,20,39,F,Tier1,0,0,0.0,0
ABC-MOT-002318,2024-04-20,2025-04-20,0.7014,1,Hyundai,SUV,2121,1504555,35,46,M,Tier1,0,1,18434.0,0
ABC-MOT-002319,2024-05-20,2025-05-20,0.6192,9,Hyundai,SUV,1870,441713,25,56,M,Tier1,0,0,0.0,0
ABC-MOT-002320,2024-06-11,2025-06-11,0.5589,8,Mahindra,Hatchback,816,248887,35,48,M,Tier1,0,0,0.0,0
ABC-MOT-002321,2024-06-24,2025-06-24,0.5233,6,Other,SUV,1719,691731,35,41,M,Tier1,0,0,0.0,0
ABC-MOT-002322,2024-11-12,2025-11-12,0.137,3,Honda,Sedan,1459,808139,25,46,X,Tier2,0,0,0.0,0
ABC-MOT-002323,2024-01-05,2025-01-04,0.9918,20,Tata,SUV,1855,200000,0,62,M,Tier1,1,0,0.0,0
ABC-MOT-002324,2024-11-24,2025-11-24,0.1041,1,Tata,SUV,2324,1529191,0,34,M,Tier1,1,0,0.0,0
ABC-MOT-002325,2024-03-28,2025-03-28,0.7644,3,Tata,Hatchback,1039,391546,20,18,F,Tier2,0,0,0.0,0
ABC-MOT-002326,2024-12-15,2025-12-15,0.0466,10,Hyundai,Hatchback,1199,213338,35,26,M,Tier1,0,0,0.0,0
ABC-MOT-002327,2024-02-19,2025-02-18,0.8685,7,Maruti,Hatchback,870,231266,20,27,M,Tier1,0,0,0.0,0
ABC-MOT-002328,2024-02-06,2025-02-05,0.9041,3,Tata,SUV,1870,1202000,45,29,M,Tier1,0,0,0.0,0
ABC-MOT-002329,2024-02-14,2025-02-13,0.8822,4,Mahindra,Sedan,1252,595949,0,29,M,Tier1,2,0,0.0,0
ABC-MOT-002330,2024-04-18,2025-04-18,0.7068,8,Hyundai,SUV,1520,453706,20,39,M,Tier1,0,0,0.0,0
ABC-MOT-002331,2024-12-10,2025-12-10,0.0603,3,Toyota,Sedan,1754,734182,25,42,M,Tier1,0,0,0.0,0
ABC-MOT-002332,2024-06-18,2025-06-18,0.5397,0,Tata,Hatchback,997,588879,20,42,M,Tier2,0,0,0.0,0
ABC-MOT-002333,2024-03-01,2025-03-01,0.8384,1,Maruti,Hatchback,1063,453257,0,31,M,Tier1,1,0,0.0,0
ABC-MOT-002334,2024-08-22,2025-08-22,0.3616,4,Maruti,Hatchback,910,334456,20,51,M,Tier1,0,0,0.0,0
ABC-MOT-002335,2024-07-04,2025-07-04,0.4959,0,Maruti,Hatchback,820,477577,35,46,M,Tier2,0,0,0.0,0
ABC-MOT-002336,2024-09-14,2025-09-14,0.2986,5,Maruti,SUV,2392,1022924,25,58,M,Tier2,0,0,0.0,0
ABC-MOT-002337,2024-09-28,2025-09-28,0.2603,0,Hyundai,MUV,2158,1303092,45,50,M,Tier1,0,0,0.0,0
ABC-MOT-002338,2024-10-14,2025-10-14,0.2164,2,Maruti,Hatchback,1084,373629,35,35,M,Tier3,0,0,0.0,0
ABC-MOT-002339,2024-02-25,2025-02-24,0.8521,5,Maruti,SUV,2033,917266,0,55,M,Tier2,2,1,31873.0,0
ABC-MOT-002340,2024-06-30,2025-06-30,0.5068,1,Maruti,Hatchback,961,560275,35,43,M,Tier2,0,0,0.0,0
ABC-MOT-002341,2024-08-18,2025-08-18,0.3726,3,Mahindra,SUV,1922,1158704,45,49,M,Tier1,0,0,0.0,0
ABC-MOT-002342,2024-07-22,2025-07-22,0.4466,20,Mahindra,Hatchback,1104,200000,35,48,F,Tier1,0,0,0.0,0
ABC-MOT-002343,2024-12-21,2025-12-21,0.0301,0,Maruti,SUV,1727,1104420,25,38,M,Tier1,0,0,0.0,0
ABC-MOT-002344,2024-12-17,2025-12-17,0.0411,5,Maruti,Hatchback,936,260259,20,41,F,Tier2,0,0,0.0,0
ABC-MOT-002345,2024-10-24,2025-10-24,0.189,5,Maruti,Hatchback,922,367696,25,38,M,Tier3,0,0,0.0,0
ABC-MOT-002346,2024-03-28,2025-03-28,0.7644,5,Maruti,SUV,2021,912403,25,29,F,Tier3,0,0,0.0,0
ABC-MOT-002347,2024-07-12,2025-07-12,0.474,15,Maruti,Hatchback,1187,200000,35,18,F,Tier1,0,0,0.0,0
ABC-MOT-002348,2024-10-21,2025-10-21,0.1973,6,Maruti,Sedan,1753,329322,35,31,F,Tier3,0,0,0.0,0
ABC-MOT-002349,2024-04-08,2025-04-08,0.7342,17,Maruti,Hatchback,1017,200000,50,42,M,Tier2,0,0,0.0,0
ABC-MOT-002350,2024-09-17,2025-09-17,0.2904,3,Other,MUV,1700,787899,0,53,M,Tier2,1,0,0.0,0
ABC-MOT-002351,2024-04-01,2025-04-01,0.7534,3,Hyundai,Hatchback,1176,456394,0,49,M,Tier3,1,0,0.0,0
ABC-MOT-002352,2024-02-21,2025-02-20,0.863,19,Honda,Sedan,1387,200000,45,36,M,Tier1,0,0,0.0,0
ABC-MOT-002353,2024-03-28,2025-03-28,0.7644,5,Maruti,SUV,1856,919612,25,31,M,Tier1,0,0,0.0,0
ABC-MOT-002354,2024-12-05,2025-12-05,0.074,1,Maruti,SUV,2385,1701967,35,37,F,Tier3,0,0,0.0,0
ABC-MOT-002355,2024-12-30,2025-12-30,0.0055,7,Kia,Hatchback,905,208945,25,28,M,Tier1,0,0,0.0,0
ABC-MOT-002356,2024-11-09,2025-11-09,0.1452,5,Maruti,SUV,1961,926580,25,18,M,Tier2,0,0,0.0,0
ABC-MOT-002357,2024-04-09,2025-04-09,0.7315,6,Tata,Hatchback,1166,296188,0,21,F,Tier3,1,0,0.0,0
ABC-MOT-002358,2024-10-12,2025-10-12,0.2219,4,Other,Sedan,1390,518051,0,56,M,Tier3,1,0,0.0,0
ABC-MOT-002359,2024-03-20,2025-03-20,0.7863,10,Hyundai,Sedan,1574,244137,25,62,F,Tier1,0,0,0.0,0
ABC-MOT-002360,2024-02-16,2025-02-15,0.8767,2,Maruti,SUV,1537,1323042,50,49,F,Tier2,0,0,0.0,0
ABC-MOT-002361,2024-04-04,2025-04-04,0.7452,1,Hyundai,SUV,2495,1149202,20,39,M,Tier1,0,0,0.0,0
ABC-MOT-002362,2024-02-21,2025-02-20,0.863,1,Maruti,Hatchback,967,384741,0,23,M,Tier3,1,0,0.0,0
ABC-MOT-002363,2024-08-22,2025-08-22,0.3616,6,Maruti,Hatchback,1068,341163,35,38,F,Tier2,0,0,0.0,0
ABC-MOT-002364,2024-09-07,2025-09-07,0.3178,5,Maruti,Hatchback,1000,333538,0,47,M,Tier2,2,0,0.0,0
ABC-MOT-002365,2024-01-14,2025-01-13,0.9671,16,Toyota,Sedan,1460,200000,20,49,F,Tier3,0,0,0.0,0
ABC-MOT-002366,2024-02-09,2025-02-08,0.8959,4,Tata,Hatchback,962,382102,45,48,M,Tier2,0,0,0.0,0
ABC-MOT-002367,2024-06-24,2025-06-24,0.5233,1,Maruti,SUV,1517,1333034,20,54,M,Tier2,0,0,0.0,0
ABC-MOT-002368,2024-02-11,2025-02-10,0.8904,20,Maruti,Sedan,1366,200000,20,63,M,Tier2,0,0,0.0,0
ABC-MOT-002369,2024-10-30,2025-10-30,0.1726,13,Tata,MUV,1880,200000,0,35,M,Tier2,1,0,0.0,0
ABC-MOT-002370,2024-05-26,2025-05-26,0.6027,9,Kia,Hatchback,947,200000,45,73,M,Tier2,0,0,0.0,0
ABC-MOT-002371,2024-05-31,2025-05-31,0.589,12,Maruti,Hatchback,909,200000,0,18,M,Tier3,3,0,0.0,0
ABC-MOT-002372,2024-01-02,2025-01-01,1.0,2,Maruti,Hatchback,1056,588413,20,30,M,Tier1,0,0,0.0,0
ABC-MOT-002373,2024-09-13,2025-09-13,0.3014,1,Honda,SUV,2329,1235771,35,42,M,Tier1,0,0,0.0,0
ABC-MOT-002374,2024-09-21,2025-09-21,0.2795,2,Toyota,Hatchback,1156,597143,20,46,F,Tier1,0,0,0.0,0
ABC-MOT-002375,2024-10-03,2025-10-03,0.2466,12,Kia,Hatchback,1188,200000,25,37,M,Tier1,0,0,0.0,0
ABC-MOT-002376,2024-07-16,2025-07-16,0.463,8,Maruti,Hatchback,1059,213825,45,34,M,Tier2,0,0,0.0,0
ABC-MOT-002377,2024-04-08,2025-04-08,0.7342,0,Maruti,SUV,1911,1436242,0,66,M,Tier2,1,0,0.0,0
ABC-MOT-002378,2024-01-29,2025-01-28,0.926,6,Hyundai,MUV,2146,433381,35,33,M,Tier1,0,0,0.0,0
ABC-MOT-002379,2024-04-25,2025-04-25,0.6877,1,Maruti,Hatchback,852,564493,20,27,M,Tier2,0,0,0.0,0
ABC-MOT-002380,2024-07-17,2025-07-17,0.4603,18,Toyota,Hatchback,1126,200000,45,60,F,Tier1,0,1,38014.0,0
ABC-MOT-002381,2024-02-12,2025-02-11,0.8877,8,Maruti,Sedan,1520,344330,0,50,M,Tier2,1,0,0.0,0
ABC-MOT-002382,2024-01-20,2025-01-19,0.9507,6,Tata,Hatchback,866,234791,0,53,F,Tier1,1,0,0.0,0
ABC-MOT-002383,2024-03-20,2025-03-20,0.7863,4,Toyota,MUV,1925,916649,20,42,F,Tier1,0,0,0.0,0
ABC-MOT-002384,2024-01-26,2025-01-25,0.9342,1,Other,Sedan,1380,807803,20,23,M,Tier1,0,0,0.0,0
ABC-MOT-002385,2024-01-06,2025-01-05,0.989,6,Tata,SUV,1849,692114,35,41,M,Tier1,0,0,0.0,0
ABC-MOT-002386,2024-06-26,2025-06-26,0.5178,4,Kia,MUV,1550,665874,0,21,M,Tier2,2,0,0.0,0
ABC-MOT-002387,2024-09-29,2025-09-29,0.2575,9,Maruti,SUV,1516,371383,0,42,M,Tier2,1,0,0.0,0
ABC-MOT-002388,2024-07-01,2025-07-01,0.5041,2,Maruti,Hatchback,939,423542,25,47,M,Tier1,0,0,0.0,0
ABC-MOT-002389,2024-02-03,2025-02-02,0.9123,6,Maruti,SUV,1801,813217,35,52,M,Tier2,0,0,0.0,0
ABC-MOT-002390,2024-05-04,2025-05-04,0.663,0,Other,Hatchback,1199,643630,0,38,M,Tier2,1,0,0.0,0
ABC-MOT-002391,2024-01-14,2025-01-13,0.9671,1,Toyota,Sedan,1357,846955,50,48,M,Tier2,0,0,0.0,0
ABC-MOT-002392,2024-08-15,2025-08-15,0.3808,1,Maruti,MUV,1829,1259113,20,29,M,Tier1,0,0,0.0,0
ABC-MOT-002393,2024-03-26,2025-03-26,0.7699,2,Maruti,Hatchback,1166,326404,50,51,M,Tier2,0,1,28696.0,0
ABC-MOT-002394,2024-05-21,2025-05-21,0.6164,11,Maruti,Sedan,1715,293107,50,48,M,Tier2,0,0,0.0,0
ABC-MOT-002395,2024-11-26,2025-11-26,0.0986,3,Maruti,Hatchback,822,300824,20,30,M,Tier2,0,0,0.0,0
ABC-MOT-002396,2024-08-02,2025-08-02,0.4164,4,Honda,Hatchback,834,439755,45,46,M,Tier1,0,0,0.0,0
ABC-MOT-002397,2024-10-06,2025-10-06,0.2384,0,Maruti,SUV,1594,1902814,0,53,M,Tier1,1,0,0.0,0
ABC-MOT-002398,2024-05-08,2025-05-08,0.6521,3,Mahindra,SUV,1959,1217962,25,40,M,Tier1,0,0,0.0,0
ABC-MOT-002399,2024-12-06,2025-12-06,0.0712,3,Hyundai,SUV,2072,727562,25,30,F,Tier3,0,0,0.0,0
ABC-MOT-002400,2024-09-18,2025-09-18,0.2877,2,Maruti,Hatchback,940,471946,50,42,M,Tier2,0,0,0.0,0
ABC-MOT-002401,2024-07-07,2025-07-07,0.4877,5,Maruti,Hatchback,805,379105,25,46,M,Tier2,0,0,0.0,0
ABC-MOT-002402,2024-07-31,2025-07-31,0.4219,3,Other,Sedan,1320,699878,25,30,M,Tier2,0,0,0.0,0
ABC-MOT-002403,2024-08-16,2025-08-16,0.3781,0,Tata,Sedan,1568,915962,35,27,M,Tier1,0,0,0.0,0
ABC-MOT-002404,2024-02-28,2025-02-27,0.8438,4,Hyundai,SUV,1872,883726,0,46,M,Tier1,3,0,0.0,0
ABC-MOT-002405,2024-04-02,2025-04-02,0.7507,3,Maruti,SUV,1623,765037,20,49,F,Tier2,0,0,0.0,0
ABC-MOT-002406,2024-09-08,2025-09-08,0.3151,2,Toyota,SUV,2151,1159030,20,65,M,Tier1,0,0,0.0,0
ABC-MOT-002407,2024-06-10,2025-06-10,0.5616,0,Honda,SUV,2113,1075062,20,47,M,Tier3,0,0,0.0,0
ABC-MOT-002408,2024-10-13,2025-10-13,0.2192,2,Honda,Hatchback,996,504817,35,25,M,Tier1,0,0,0.0,0
ABC-MOT-002409,2024-07-11,2025-07-11,0.4767,13,Tata,SUV,2440,265973,35,64,F,Tier2,0,0,0.0,0
ABC-MOT-002410,2024-01-25,2025-01-24,0.937,9,Toyota,SUV,2344,386802,45,52,M,Tier1,0,0,0.0,0
ABC-MOT-002411,2024-08-31,2025-08-31,0.337,4,Maruti,MUV,1539,511249,25,18,M,Tier3,0,0,0.0,0
ABC-MOT-002412,2024-08-11,2025-08-11,0.3918,1,Mahindra,Sedan,1742,1102878,45,27,F,Tier3,0,0,0.0,0
ABC-MOT-002413,2024-05-13,2025-05-13,0.6384,8,Hyundai,SUV,1549,557680,25,34,M,Tier1,0,0,0.0,0
ABC-MOT-002414,2024-10-16,2025-10-16,0.211,9,Tata,Hatchback,992,206629,20,50,F,Tier2,0,0,0.0,0
ABC-MOT-002415,2024-05-08,2025-05-08,0.6521,0,Other,SUV,2401,1751421,0,18,M,Tier3,1,0,0.0,0
ABC-MOT-002416,2024-02-11,2025-02-10,0.8904,14,Other,MUV,2481,215641,35,38,F,Tier2,0,0,0.0,0
ABC-MOT-002417,2024-02-14,2025-02-13,0.8822,14,Hyundai,MUV,1522,200000,0,49,M,Tier1,1,0,0.0,0
ABC-MOT-002418,2024-11-26,2025-11-26,0.0986,1,Tata,Hatchback,828,568419,20,18,M,Tier2,0,0,0.0,0
ABC-MOT-002419,2024-05-17,2025-05-17,0.6274,2,Toyota,Hatchback,896,395645,20,48,M,Tier1,0,0,0.0,0
ABC-MOT-002420,2024-05-31,2025-05-31,0.589,0,Other,SUV,1776,1555216,35,50,M,Tier1,0,0,0.0,0
ABC-MOT-002421,2024-04-21,2025-04-21,0.6986,8,Mahindra,SUV,1779,444158,45,29,M,Tier3,0,0,0.0,0
ABC-MOT-002422,2024-09-27,2025-09-27,0.263,3,Maruti,MUV,1916,1022579,0,26,M,Tier3,2,1,34360.0,0
ABC-MOT-002423,2024-08-09,2025-08-09,0.3973,6,Maruti,Hatchback,927,280242,20,29,M,Tier1,0,0,0.0,0
ABC-MOT-002424,2024-11-25,2025-11-25,0.1014,5,Toyota,SUV,2082,665182,35,18,M,Tier1,0,0,0.0,0
ABC-MOT-002425,2024-11-23,2025-11-23,0.1068,7,Mahindra,SUV,2353,664371,0,36,M,Tier1,1,1,62641.0,0
ABC-MOT-002426,2024-12-28,2025-12-28,0.011,3,Mahindra,Hatchback,1018,308376,20,42,F,Tier3,0,0,0.0,0
ABC-MOT-002427,2024-04-30,2025-04-30,0.674,1,Tata,Hatchback,932,507097,45,25,M,Tier3,0,0,0.0,0
ABC-MOT-002428,2024-08-01,2025-08-01,0.4192,3,Hyundai,SUV,2067,1246663,35,51,M,Tier3,0,0,0.0,0
ABC-MOT-002429,2024-05-06,2025-05-06,0.6575,0,Hyundai,Hatchback,1048,696429,45,41,M,Tier1,0,0,0.0,0
ABC-MOT-002430,2024-09-14,2025-09-14,0.2986,20,Honda,SUV,2396,200000,20,43,M,Tier1,0,0,0.0,0
ABC-MOT-002431,2024-09-30,2025-09-30,0.2548,2,Maruti,SUV,2447,1141111,20,35,M,Tier2,0,0,0.0,0
ABC-MOT-002432,2024-04-02,2025-04-02,0.7507,1,Tata,Sedan,1366,851952,0,48,M,Tier1,1,0,0.0,0
ABC-MOT-002433,2024-11-10,2025-11-10,0.1425,2,Mahindra,Hatchback,1167,328400,35,55,M,Tier1,0,0,0.0,0
ABC-MOT-002434,2024-04-16,2025-04-16,0.7123,2,Honda,MUV,2316,985057,35,35,F,Tier1,0,0,0.0,0
ABC-MOT-002435,2024-12-25,2025-12-25,0.0192,3,Maruti,SUV,1628,1069439,45,49,F,Tier2,0,0,0.0,0
ABC-MOT-002436,2024-11-07,2025-11-07,0.1507,3,Mahindra,SUV,2058,718783,35,49,M,Tier2,0,0,0.0,0
ABC-MOT-002437,2024-01-07,2025-01-06,0.9863,1,Maruti,SUV,1652,1032538,35,45,F,Tier2,0,0,0.0,0
ABC-MOT-002438,2024-05-25,2025-05-25,0.6055,3,Maruti,SUV,1990,723173,20,60,M,Tier1,0,0,0.0,0
ABC-MOT-002439,2024-05-22,2025-05-22,0.6137,20,Hyundai,MUV,1544,200000,25,31,M,Tier2,0,0,0.0,0
ABC-MOT-002440,2024-10-28,2025-10-28,0.1781,0,Maruti,SUV,1799,1053467,35,34,M,Tier2,0,0,0.0,0
ABC-MOT-002441,2024-09-22,2025-09-22,0.2767,1,Kia,Sedan,1552,836370,35,30,M,Tier1,0,0,0.0,0
ABC-MOT-002442,2024-01-19,2025-01-18,0.9534,19,Toyota,Hatchback,921,200000,25,48,M,Tier2,0,0,0.0,0
ABC-MOT-002443,2024-11-03,2025-11-03,0.1616,9,Maruti,Hatchback,804,200000,50,36,M,Tier2,0,0,0.0,0
ABC-MOT-002444,2024-03-20,2025-03-20,0.7863,18,Honda,SUV,1888,200000,0,31,M,Tier1,4,1,24376.0,0
ABC-MOT-002445,2024-05-15,2025-05-15,0.6329,6,Hyundai,Hatchback,1016,282581,50,59,M,Tier3,0,0,0.0,0
ABC-MOT-002446,2024-03-03,2025-03-03,0.8329,11,Mahindra,SUV,2263,436902,45,61,M,Tier2,0,0,0.0,0
ABC-MOT-002447,2024-02-27,2025-02-26,0.8466,0,Toyota,MUV,1636,1049674,35,36,F,Tier2,0,0,0.0,0
ABC-MOT-002448,2024-07-11,2025-07-11,0.4767,10,Tata,Sedan,1486,247182,0,23,F,Tier3,1,0,0.0,0
ABC-MOT-002449,2024-01-31,2025-01-30,0.9205,4,Maruti,Hatchback,879,369062,35,62,M,Tier2,0,0,0.0,0
ABC-MOT-002450,2024-01-30,2025-01-29,0.9233,11,Maruti,SUV,1653,308894,20,45,M,Tier2,0,0,0.0,0
ABC-MOT-002451,2024-10-14,2025-10-14,0.2164,5,Hyundai,Hatchback,848,285821,0,45,M,Tier1,1,0,0.0,0
ABC-MOT-002452,2024-05-05,2025-05-05,0.6603,0,Kia,SUV,2259,1457193,25,41,M,Tier2,0,0,0.0,0
ABC-MOT-002453,2024-08-25,2025-08-25,0.3534,2,Tata,Sedan,1751,721571,0,30,M,Tier3,1,0,0.0,0
ABC-MOT-002454,2024-12-26,2025-12-26,0.0164,1,Maruti,Sedan,1598,1048026,35,35,F,Tier3,0,0,0.0,0
ABC-MOT-002455,2024-01-19,2025-01-18,0.9534,7,Maruti,SUV,1878,741376,20,48,M,Tier2,0,0,0.0,0
ABC-MOT-002456,2024-10-17,2025-10-17,0.2082,5,Kia,Sedan,1769,496979,35,34,F,Tier2,0,0,0.0,0
ABC-MOT-002457,2024-02-10,2025-02-09,0.8932,1,Maruti,Hatchback,998,511458,45,45,F,Tier2,0,0,0.0,0
ABC-MOT-002458,2024-10-05,2025-10-05,0.2411,2,Mahindra,Hatchback,1011,592014,25,40,M,Tier2,0,0,0.0,0
ABC-MOT-002459,2024-04-21,2025-04-21,0.6986,1,Tata,Hatchback,1053,528978,20,27,F,Tier1,0,0,0.0,0
ABC-MOT-002460,2024-02-19,2025-02-18,0.8685,1,Maruti,SUV,2154,1710481,35,59,M,Tier1,0,0,0.0,0
ABC-MOT-002461,2024-03-24,2025-03-24,0.7753,0,Maruti,Hatchback,996,694608,0,47,F,Tier2,1,0,0.0,0
ABC-MOT-002462,2024-05-13,2025-05-13,0.6384,3,Maruti,Hatchback,991,351042,0,43,M,Tier2,2,0,0.0,0
ABC-MOT-002463,2024-09-24,2025-09-24,0.2712,1,Maruti,Hatchback,927,442176,25,46,M,Tier2,0,0,0.0,0
ABC-MOT-002464,2024-09-06,2025-09-06,0.3205,3,Mahindra,Sedan,1608,542069,25,18,M,Tier3,0,0,0.0,0
ABC-MOT-002465,2024-09-23,2025-09-23,0.274,4,Honda,Hatchback,1068,425911,0,34,M,Tier3,1,0,0.0,0
ABC-MOT-002466,2024-01-08,2025-01-07,0.9836,4,Maruti,SUV,1936,795301,25,21,F,Tier3,0,0,0.0,0
ABC-MOT-002467,2024-12-22,2025-12-22,0.0274,1,Hyundai,Hatchback,1084,583691,35,41,F,Tier3,0,0,0.0,0
ABC-MOT-002468,2024-06-07,2025-06-07,0.5699,1,Maruti,SUV,1637,1351787,0,43,M,Tier2,1,0,0.0,0
ABC-MOT-002469,2024-02-10,2025-02-09,0.8932,0,Maruti,Hatchback,966,717359,25,41,F,Tier2,0,0,0.0,0
ABC-MOT-002470,2024-12-05,2025-12-05,0.074,2,Mahindra,Sedan,1792,890939,20,54,M,Tier1,0,0,0.0,0
ABC-MOT-002471,2024-10-17,2025-10-17,0.2082,7,Mahindra,Hatchback,1093,200000,0,22,M,Tier3,1,0,0.0,0
ABC-MOT-002472,2024-01-31,2025-01-30,0.9205,0,Mahindra,SUV,2220,1354584,20,30,M,Tier1,0,0,0.0,0
ABC-MOT-002473,2024-06-08,2025-06-08,0.5671,9,Maruti,MUV,2363,384353,25,44,F,Tier2,0,0,0.0,0
ABC-MOT-002474,2024-11-27,2025-11-27,0.0959,12,Hyundai,Hatchback,1043,200000,0,43,M,Tier1,1,0,0.0,0
ABC-MOT-002475,2024-09-06,2025-09-06,0.3205,4,Hyundai,MUV,2162,812047,50,24,M,Tier2,0,0,0.0,0
ABC-MOT-002476,2024-03-12,2025-03-12,0.8082,9,Other,Hatchback,992,200000,0,54,M,Tier1,1,0,0.0,0
ABC-MOT-002477,2024-09-13,2025-09-13,0.3014,3,Tata,SUV,2326,1211342,35,58,F,Tier2,0,0,0.0,0
ABC-MOT-002478,2024-03-10,2025-03-10,0.8137,1,Kia,SUV,2211,1268463,0,45,M,Tier3,1,0,0.0,0
ABC-MOT-002479,2024-05-08,2025-05-08,0.6521,0,Maruti,Hatchback,1009,440037,45,21,M,Tier1,0,0,0.0,0
ABC-MOT-002480,2024-03-12,2025-03-12,0.8082,0,Hyundai,Sedan,1276,1222321,35,41,M,Tier1,0,0,0.0,0
